Monde 2000 2000
Beauce 1707 971 1387 68
Energie Nourriture 1560
Seuil Reproduction 49489

#animaux un par ligne
(500 1978) 1 1933 | 326 40 368 380 227 135 161 296 |
(1682 1059) 6 672 | 308 386 103 314 199 80 328 239 |
(597 1078) 3 3289 | 270 344 41 371 217 86 247 310 |
(1896 1886) 5 4398 | 315 339 269 132 15 286 61 287 |
(1796 1195) 5 1983 | 318 187 266 325 315 290 46 266 |
(1498 380) 1 2664 | 230 344 22 88 103 14 145 352 |
(882 1838) 3 2517 | 336 33 10 211 28 44 42 24 |
(614 1885) 1 4195 | 114 318 72 34 87 131 145 165 |
(1779 1404) 7 2664 | 71 99 240 336 132 156 125 4 |
(1305 579) 7 4470 | 270 348 35 337 397 280 145 304 |
(1013 268) 4 1297 | 142 65 74 206 68 303 361 268 |
(1167 163) 5 1745 | 197 286 61 108 61 118 375 354 |
(1350 1360) 7 1088 | 30 119 310 308 3 269 296 279 |
(139 906) 7 2841 | 66 110 323 166 227 141 32 279 |
(191 602) 4 4926 | 11 264 94 139 257 79 21 286 |
(980 1574) 5 1905 | 198 179 202 24 31 32 33 101 |
(278 96) 5 3903 | 166 74 246 98 31 96 319 336 |
(1813 1351) 7 384 | 259 350 163 325 56 68 120 8 |
(1320 1594) 1 2846 | 282 91 295 7 392 80 197 4 |
(1085 867) 2 3326 | 175 325 165 126 231 329 107 55 |
(1924 447) 0 668 | 380 142 222 81 153 330 291 87 |
(889 1305) 5 460 | 246 64 289 134 24 84 238 397 |
(1952 905) 0 162 | 371 38 251 67 227 128 49 279 |
(1382 760) 3 1773 | 46 126 2 116 54 11 317 119 |
(1289 97) 4 818 | 72 273 380 31 323 198 234 35 |
(754 1458) 5 1966 | 389 204 131 202 291 181 280 8 |
(412 1207) 6 3982 | 394 211 351 221 334 17 353 276 |
(1034 294) 4 4354 | 179 96 227 82 75 374 226 11 |
(849 576) 0 4702 | 368 91 163 233 51 14 122 330 |
(1118 1675) 0 4923 | 91 367 46 99 195 26 259 203 |
(380 931) 2 4176 | 112 121 46 36 268 269 237 320 |
(1205 1338) 2 2621 | 43 126 240 396 125 195 45 197 |
(1369 1889) 2 3382 | 252 363 107 209 120 371 345 219 |
(49 261) 0 1045 | 70 59 77 34 207 199 255 348 |
(1381 906) 2 1940 | 294 107 322 121 365 316 316 23 |
(1397 1621) 3 2745 | 155 299 162 363 209 113 92 215 |
(726 720) 0 818 | 363 6 150 274 62 126 73 340 |
(100 1256) 3 4120 | 373 346 356 317 203 319 193 285 |
(1709 1664) 3 1200 | 53 284 375 315 214 341 52 256 |
(935 1357) 2 1356 | 140 399 257 217 180 105 191 357 |
(1795 197) 6 4495 | 265 226 50 293 339 182 76 269 |
(1736 386) 5 1193 | 149 248 312 399 355 328 298 33 |
(102 1489) 7 3593 | 98 322 309 300 215 128 168 177 |
(1125 365) 4 1213 | 96 38 214 150 322 264 62 250 |
(684 628) 0 4530 | 364 1 311 386 76 208 305 221 |
(1026 1565) 2 4116 | 233 236 109 376 88 236 195 334 |
(501 738) 6 460 | 294 335 204 335 195 41 185 316 |
(692 628) 0 1692 | 217 17 147 211 333 214 40 286 |
(681 1516) 2 3181 | 101 272 271 135 37 185 298 97 |
(719 739) 6 3021 | 113 134 373 240 5 342 306 206 |
(1697 1051) 3 377 | 93 377 382 184 158 125 61 166 |
(363 1949) 7 3685 | 340 105 334 232 210 22 175 138 |
(44 655) 1 1668 | 108 209 156 158 307 137 372 166 |
(804 1405) 4 1932 | 143 85 18 41 41 234 208 188 |
(1256 1658) 3 3711 | 136 222 232 130 73 153 210 194 |
(1700 943) 4 4997 | 343 374 102 24 257 61 198 60 |
(1398 887) 6 2876 | 364 5 96 208 251 395 176 146 |
(1226 1087) 5 1697 | 383 66 395 370 52 31 36 177 |
(952 1931) 4 379 | 51 177 362 79 212 285 10 230 |
(470 1517) 1 4153 | 386 256 277 387 246 14 144 349 |
(1715 1442) 1 3812 | 105 58 332 284 361 58 44 221 |
(1873 905) 2 3394 | 206 101 42 21 370 1 372 21 |
(64 185) 4 3007 | 142 340 378 228 303 396 161 337 |
(512 1274) 5 1939 | 393 309 98 17 295 327 214 210 |
(146 1598) 5 4040 | 157 225 26 229 400 323 270 312 |
