Monde 2000 2000
Beauce 1611 260 860 1094
Energie Nourriture 1806
Seuil Reproduction 16015

#animaux un par ligne
(1589 567) 1 4043 | 38 369 317 270 110 379 261 57 |
(9 923) 3 661 | 156 101 304 87 83 201 241 353 |
(1814 273) 6 4762 | 310 205 241 372 92 247 163 309 |
(1988 1513) 7 680 | 359 260 81 125 267 217 243 298 |
(1730 486) 4 110 | 387 68 273 212 8 307 179 284 |
(965 641) 2 2001 | 197 384 330 339 36 380 28 184 |
(26 1184) 1 3242 | 160 77 172 33 152 271 185 255 |
(288 703) 1 230 | 172 365 280 295 94 218 79 52 |
(1835 898) 1 244 | 361 86 193 306 356 211 169 119 |
(41 1100) 5 3854 | 393 285 320 117 197 10 208 247 |
(1971 1742) 0 1895 | 34 103 260 214 315 56 361 372 |
(472 575) 3 3935 | 393 395 66 347 167 97 197 393 |
(1290 1949) 1 4120 | 219 125 112 358 298 393 106 392 |
(166 839) 5 3566 | 207 33 369 378 72 103 193 123 |
(505 1281) 6 2527 | 246 192 63 136 312 319 353 4 |
(191 436) 7 4601 | 230 33 133 88 42 271 153 49 |
(1096 1435) 4 1306 | 103 107 175 227 304 147 398 325 |
(1877 670) 1 3811 | 151 172 363 269 36 173 208 184 |
(359 216) 1 1951 | 322 35 375 285 218 12 349 98 |
(1404 1287) 6 3216 | 13 278 208 99 109 352 175 130 |
(797 480) 3 138 | 172 54 143 100 188 100 327 305 |
(824 1544) 0 4311 | 237 148 205 118 135 95 118 133 |
(1684 1887) 2 3354 | 332 195 48 212 142 57 136 13 |
(462 1705) 2 2196 | 17 231 30 21 286 105 12 232 |
(693 1675) 3 1735 | 58 85 377 77 262 306 264 184 |
(1312 68) 5 4409 | 208 201 157 190 336 263 317 319 |
(16 1423) 3 2338 | 243 96 91 391 375 241 70 174 |
(1044 693) 2 1952 | 384 177 252 5 113 308 87 164 |
(967 1719) 5 2300 | 222 377 284 350 2 96 96 326 |
(929 1477) 7 3143 | 124 139 95 276 44 287 269 195 |
(923 1693) 3 4142 | 141 94 269 106 161 299 384 132 |
(572 611) 3 3201 | 18 109 237 332 377 79 250 12 |
(712 1554) 5 573 | 242 266 247 93 200 242 291 35 |
(842 431) 3 3319 | 165 255 258 353 173 22 224 6 |
(923 538) 4 777 | 95 318 268 116 69 286 210 176 |
(686 1730) 0 993 | 51 31 383 127 209 8 23 18 |
(1347 1623) 1 1818 | 128 335 180 341 360 221 73 43 |
(1997 1225) 2 185 | 127 231 370 354 28 33 138 267 |
(373 1086) 1 3431 | 153 117 82 354 94 306 124 205 |
(1363 1297) 3 1301 | 127 58 279 201 346 157 136 121 |
(1459 832) 5 3153 | 42 15 274 234 42 182 122 9 |
(1068 1000) 0 507 | 11 367 309 374 100 160 210 192 |
(912 1992) 4 4430 | 270 264 309 149 316 64 232 395 |
(32 1726) 7 3998 | 251 294 168 55 55 336 342 57 |
(824 640) 1 317 | 73 324 159 1 252 234 336 146 |
(1572 980) 7 317 | 92 320 317 376 76 189 202 394 |
(428 141) 7 3563 | 282 324 111 38 166 201 310 361 |
(103 1752) 4 4725 | 48 218 200 297 18 48 191 231 |
(1708 32) 5 43 | 195 248 297 342 143 334 288 135 |
(110 497) 3 1871 | 233 350 309 394 387 350 270 395 |
(661 1823) 1 3211 | 259 361 256 165 322 386 278 13 |
(1718 1594) 5 3970 | 369 382 164 393 6 153 163 56 |
(800 767) 2 1773 | 78 38 37 224 22 230 8 373 |
(1531 1711) 0 359 | 374 108 302 262 140 231 12 290 |
(680 920) 5 1822 | 211 344 80 354 289 182 257 92 |
(1462 1203) 5 4313 | 191 52 345 106 231 263 66 362 |
(942 1737) 4 606 | 28 65 147 236 180 164 31 79 |
(1880 1904) 7 1979 | 122 227 24 94 389 301 6 216 |
(762 30) 3 4167 | 261 302 337 53 278 255 128 337 |
(1471 1304) 4 2345 | 394 161 161 73 76 391 111 275 |
(758 1553) 5 2375 | 149 9 345 272 382 21 214 378 |
(849 937) 6 3426 | 43 51 21 135 108 13 230 77 |
(809 314) 4 4076 | 211 30 144 54 313 273 32 44 |
(785 516) 2 763 | 111 150 110 97 152 311 138 226 |
(926 918) 2 1168 | 206 180 252 170 265 263 326 358 |
(1874 1825) 5 3547 | 72 262 23 13 48 14 321 40 |
(1361 1197) 0 3189 | 386 16 56 317 2 178 198 77 |
(460 1873) 3 3060 | 315 11 45 305 85 182 118 120 |
(400 1441) 2 1683 | 169 180 209 20 64 318 290 37 |
(276 114) 3 134 | 192 382 205 163 140 254 177 390 |
(1971 488) 5 1942 | 97 257 333 252 271 165 262 27 |
(954 1942) 2 2240 | 12 338 30 79 56 118 223 395 |
(1325 773) 3 2650 | 361 103 310 117 221 266 74 100 |
(1205 1269) 5 3855 | 110 273 304 271 209 136 318 111 |
(1677 1617) 2 2807 | 277 68 135 363 280 243 212 249 |
(1532 882) 3 3740 | 180 366 319 209 229 376 384 71 |
(1402 1982) 0 3504 | 20 252 354 60 77 247 373 284 |
(918 504) 3 30 | 288 185 71 374 131 166 290 293 |
(384 37) 3 4626 | 314 302 337 272 38 280 237 242 |
(1161 494) 0 4841 | 165 94 371 221 275 358 229 330 |
(1406 1760) 0 4107 | 113 197 339 234 136 374 269 226 |
(451 466) 0 3664 | 292 334 154 248 16 199 5 292 |
(129 1221) 0 2518 | 40 219 141 272 247 11 245 311 |
(1032 1544) 0 683 | 193 20 48 84 52 101 225 19 |
(1816 1330) 7 4385 | 153 110 22 7 85 240 280 97 |
(1504 547) 1 1300 | 211 188 365 374 302 220 324 166 |
(1118 1821) 5 566 | 132 279 49 296 89 142 161 397 |
(183 247) 0 232 | 362 135 16 353 315 121 139 382 |
(1304 604) 3 940 | 305 143 178 187 181 323 232 330 |
(1720 1247) 7 1792 | 355 252 129 313 56 289 370 246 |
(302 1510) 0 4945 | 356 154 18 256 27 180 315 34 |
(1693 1783) 1 1558 | 213 1 143 273 124 211 265 33 |
(1647 1513) 4 3461 | 74 148 360 366 181 100 196 372 |
(1100 1238) 3 2684 | 343 248 225 145 311 340 159 392 |
