Monde 2000 2000
Beauce 1830 116 1822 1451
Energie Nourriture 3669
Seuil Reproduction 39038

#animaux un par ligne
(875 564) 3 1565 | 45 179 197 63 57 7 32 376 |
(1462 1147) 0 87 | 31 368 48 7 193 286 291 26 |
(880 463) 5 2827 | 107 175 95 40 365 148 391 247 |
(947 1494) 3 2405 | 221 190 12 189 199 378 173 342 |
(1509 1189) 0 119 | 207 83 129 116 83 395 95 164 |
(764 284) 4 4964 | 253 170 151 219 63 364 252 256 |
(836 528) 7 1674 | 295 82 91 285 165 281 243 120 |
(518 1794) 1 1087 | 308 322 233 74 178 157 1 278 |
(1082 1) 3 3025 | 384 291 136 177 376 344 342 154 |
(1808 784) 7 4825 | 290 318 302 211 78 209 353 76 |
(893 586) 0 3078 | 19 160 65 105 79 26 352 233 |
(339 358) 0 3871 | 229 146 49 316 53 334 363 95 |
(1122 1704) 5 4527 | 315 70 221 13 378 270 168 211 |
(347 1936) 2 2882 | 151 30 371 157 127 176 120 51 |
(1868 331) 4 319 | 387 32 204 287 343 191 319 93 |
(1296 395) 1 2026 | 158 4 62 212 326 300 72 310 |
(402 1230) 0 1753 | 301 242 110 347 62 319 33 104 |
(1317 1016) 0 1285 | 175 266 200 71 288 282 333 67 |
(1061 1764) 1 4811 | 359 12 41 248 189 101 235 177 |
(721 923) 5 4553 | 214 84 393 331 179 363 111 27 |
(1133 1865) 4 3449 | 316 311 262 228 3 159 211 90 |
(85 185) 0 3407 | 391 59 372 316 2 35 80 314 |
(1221 1339) 0 4448 | 105 49 68 301 361 338 280 371 |
(1305 108) 2 248 | 272 174 253 143 278 181 23 334 |
(311 1076) 7 2238 | 3 36 385 367 141 94 244 324 |
(159 636) 7 4161 | 71 332 120 192 102 332 115 291 |
(201 1796) 6 1468 | 310 107 90 325 253 254 285 43 |
(1591 173) 4 4290 | 230 186 18 157 281 391 228 267 |
(921 1600) 6 755 | 377 245 176 177 277 30 377 353 |
(820 149) 7 4897 | 326 141 333 332 322 106 110 156 |
(148 1714) 4 3544 | 200 172 351 161 16 103 221 72 |
(1660 4) 0 4893 | 396 140 122 304 170 293 185 305 |
(917 1580) 0 904 | 315 135 398 279 390 84 91 354 |
(960 1472) 3 410 | 321 334 269 331 25 39 29 314 |
(410 1472) 4 3753 | 198 267 324 174 333 137 11 295 |
(1677 1945) 1 4812 | 279 181 285 7 205 142 85 278 |
(1548 1387) 2 1657 | 95 379 358 221 371 236 193 69 |
(61 40) 3 3549 | 135 392 72 392 178 73 378 183 |
(1729 1438) 7 529 | 85 79 297 320 360 200 185 137 |
(333 1408) 6 4372 | 24 273 275 206 1 393 5 78 |
(1002 1889) 3 2838 | 40 229 178 366 282 347 19 2 |
(1736 821) 3 1976 | 363 355 135 289 35 4 160 265 |
(1553 592) 6 488 | 392 374 46 132 288 141 159 51 |
(420 550) 5 4179 | 144 287 139 225 106 169 81 132 |
(519 775) 3 3340 | 228 96 41 77 333 271 355 23 |
(488 767) 7 1560 | 334 139 335 231 384 229 22 186 |
(1611 1889) 4 1538 | 48 239 159 308 176 300 91 286 |
(1187 271) 7 3539 | 324 204 100 328 207 123 17 245 |
(967 399) 5 2803 | 59 192 172 385 129 363 22 58 |
(1860 1942) 7 4104 | 387 268 241 58 294 279 75 260 |
(1808 1122) 0 1416 | 226 61 143 229 309 185 310 95 |
(1613 270) 4 988 | 247 6 203 257 159 236 339 242 |
(88 1223) 7 1838 | 20 156 138 170 152 20 224 295 |
(1779 713) 5 545 | 148 175 102 47 236 8 254 202 |
(1019 272) 0 3897 | 106 352 116 147 160 250 78 14 |
(1042 1222) 7 339 | 272 377 49 138 326 147 53 261 |
(951 669) 0 812 | 122 58 115 201 278 256 192 85 |
(895 746) 4 3590 | 138 286 188 130 235 258 81 344 |
(851 1371) 4 2286 | 315 388 362 44 143 226 114 278 |
(1460 277) 3 1021 | 391 371 58 291 48 132 131 275 |
(1897 306) 0 4744 | 81 346 172 239 172 34 336 189 |
(328 1083) 1 1907 | 319 276 202 303 153 334 84 343 |
(293 1479) 6 4193 | 311 206 208 370 362 99 88 239 |
(722 275) 4 2192 | 127 155 136 57 210 75 55 209 |
(192 1719) 2 3669 | 81 289 249 338 11 280 182 380 |
(496 1302) 1 894 | 193 14 382 378 96 198 234 139 |
(1027 954) 1 3821 | 301 164 225 140 101 82 292 250 |
(680 334) 6 997 | 268 303 58 202 219 259 143 261 |
(1987 229) 0 3231 | 145 159 96 241 208 149 115 213 |
(1351 1590) 1 4918 | 184 65 343 139 250 25 266 166 |
